Company,MSE
CCI,375.47146205373144
CCL,4.147658917130076
CDAY,234.22662058887573
CDNS,17.71516715545649
CDW,38.34370902297789
CE,276.9106879187489
CERN,191.5867985349719
CF,14.426540945363989
CFG,3.5872083348396986
CHD,293.0826104786126
CHRW,166.1402343019146
CHTR,16049.289082283563
CI,983.2825549306831
CINF,173.77364189655873
CL,188.0776900621955
CLX,191.8386189765786
CMA,7.297966665548774
CMCSA,51.007022057502674
CME,207.03924433469246
CMG,54986.706096134054
CMI,2236.6386895054825
CMS,1.6805455020907192
CNC,130.0138307217419
CNP,0.41786973203147093
COF,85.02022039873728
COO,3317.6916453026806
COP,81.19539146987464
COST,1832.9879206856247
CPB,1.9455150286318819
CPRT,453.6744851337402
CRL,2437.6860582568456
CRM,1496.3890828563106
CSCO,2.5847485432555297
CSX,28.77799569784387
CTAS,2633.166192563228
CTLT,31.547367505427403
CTRA,79.10320298769815
CTSH,455.8252397221221
CTVA,131.5300887353969
CTXS,158.0576744887501
CVS,231.16933541547448
CVX,144.401991679566
CZR,196.08515813068897
D,414.575181015373
DAL,36.53511408307397
DD,11.648149413615718
DE,1893.1242799234572
DFS,127.18885989846817
DG,582.0849855355007
DGX,144.51487258905067
DHI,246.7074779056113
DHR,2270.9281133918107
DIS,382.4018363584805
DISCA,8.94371904109625
DISCK,4.988685227910941
DISH,4.442482633109477
DLR,85.3155768215432
DLTR,145.63943070551997
DOV,155.95895608925963
DOW,115.6440944169597
DPZ,11448.614882867421
DRE,0.633264430754863
DRI,209.7565829404585
DTE,208.36502512038743
DUK,9.445660091182775
DVA,395.4419073359206
DVN,79.11819687943299
DXC,5.703878921639955
DXCM,15888.527033609014
EA,711.1700759391539
EBAY,25.927582909396197
ECL,1910.1486991475247
ED,7.073020330761953
EFX,257.96332663164964
EIX,50.58823161283587
EL,2058.322704650777
EMN,11.194899435264475
EMR,23.23997907508017
ENPH,1479.3921584131667
EOG,513.9206073823437
EQIX,30609.887126289144
EQR,24.30219260261163
ES,58.04156397297059
ESS,1978.4773661033466
ETN,225.5442400851925
ETR,205.7486763344683
ETSY,3433.6790161652348
EVRG,3.2284148381785744
EW,758.3011769818221
EXC,40.01973224749627
EXPD,277.3832496597585
EXPE,86.56883584399117
EXR,691.8442054516033
F,0.39976504752085773
FANG,51.70623234292313
FAST,40.24174538823184
FB,546.188320025975
FBHS,18.762388137315032
FCX,6.124205475833105
FDX,784.2215182416498
FE,1.5139188060820992
FFIV,715.6977785004998
FIS,55.65765298433231
FISV,506.6110641033469
FITB,6.494205489141816
FLT,649.6645261461282
FMC,150.9046190146121
FOX,7.1794850163197586
FOXA,12.345488953770058
FRC,286.0774070010059
FRT,616.3312859401256
FTNT,3182.465364681994
FTV,9.933051159801263
GD,791.9765128774333
GE,29.723307616586485
GILD,520.9708773063766
GIS,98.35995140363279
GL,187.51093231250843
GLW,1.5236061363100766
GM,5.1587076550856334
GNRC,1126.2821691184956
GOOG,174818.01910365192
GOOGL,154949.6258060193
GPC,130.21305194989804
GPN,594.5947703204746
GPS,1.1224404083090753
GRMN,46.05579167100979
GS,805.6248700222643
GWW,3141.129540206159
HAL,17.20384775344806
HAS,84.30699442167541
HBAN,1.3463214491014572
HBI,11.58679759070292
HCA,175.95464618526776
HD,632.4309981582458
HES,62.687126527811486
HIG,7.142150942940028
HII,596.3760784588136
HLT,176.29008174546163
HOLX,74.4149802651584
HON,114.55546159268651
HPE,0.4798387761013158
HPQ,0.4018890778681943
HRL,109.27663381048276
HSIC,309.91796248414016
HST,0.7367796136007323
HSY,477.0072553098534
HUM,5230.551497674021
HWM,5.770500394765128
IBM,34.25278055162529
ICE,240.9171711208419
IDXX,14259.469832223547
IEX,1611.171143247021
IFF,149.41507684510697
ILMN,3265.538433686617
INCY,19.741677146357105
INFO,296.5962290622032
INTC,1.4914650734978483
INTU,4357.59493677665
IP,3.2006531388639576
IPG,0.565296094534814
IPGP,1149.8027918315245
IQV,980.8158906465217
IR,43.78420342203138
IRM,4.120535886141961
ISRG,1424.1571035117493
IT,640.3297389977657
ITW,983.2223256603256
IVZ,1.0098359284161254
J,562.8931182691535
JBHT,586.0889806461294
JCI,4.445602114901724
JKHY,469.93230918880903
JNJ,155.49504049131036
JNPR,5.856562032966697
JPM,74.81754792500737
K,9.805080858050674
KEY,0.6534311554288809
KEYS,1109.2445010091292
KHC,68.3846712199783
KIM,10.88649384875602
KLAC,974.954127562165
KMB,147.04344805165812
KMI,13.063650136150367
KMX,122.30618477643935
KO,3.0952239753879693
KR,6.1707506498923985
L,9.075318578033844
LDOS,22.25757114485608
LEG,4.201285637034343
LEN,142.66897418877028
LH,636.2740491374489
LHX,796.8831820932022
LIN,1694.662967281107
LKQ,17.24614824344969
LLY,104.37515519886158
LMT,2386.589773545274
LNC,4.904301831705935
LNT,38.18692043439949
LOW,537.2248266726333
LRCX,2632.4558210989308
LUMN,2.0589835167577255
LUV,48.79167266064252
LVS,5.444910306357826
LW,30.916848062633257
LYB,10.31853989407373
LYV,23.881683685679164
MA,3365.750228085053
MAA,381.7326262511218
MAR,855.8884102759658
MAS,8.993614703362658
MCD,400.3692214090187
MCHP,99.805444338727
MCK,1263.7743830164532
MCO,3143.0297651893497
MDLZ,2.222869165117424
MDT,60.91018473087371
MET,2.946257165941636
MGM,32.650293035227385
MHK,2330.8164443592977
MKC,314.3520258899364
MKTX,15031.188747678432
MLM,1569.3185150611548
MMC,89.94387704617401
MMM,1081.184241195809
MNST,1021.4885439265961
MO,7.811983886034143
MOS,71.97381869665595
MPC,12.526853715402797
MPWR,5620.334167907292
MRK,5.313584655847912
MRNA,16931.09387406521
MRO,12.925186139044143
MS,4.031875961381758
MSCI,19603.204705095304
MSFT,815.2583302704796
MSI,35.87903181677426
MTB,460.4966109266081
MTCH,529.7868927678513
MTD,79993.16331540857
MU,3.000946518820621
NCLH,7.868283593036563
NDAQ,315.1875592577029
NEE,193.7964169696475
NEM,2.0498757501514597
NFLX,28333.772927639802
NI,13.069346397640816
NKE,663.9714677711524
NLOK,8.28539865088415
NLSN,5.473667022102114
NOC,1704.2875946088636
NOW,22774.068900662314
NRG,0.8484083482082017
NSC,770.5711066720789
NTAP,9.656258963509881
NTRS,6.228214062698084
NUE,86.65805173569186
NVDA,1362.6282558127464
NVR,832117.7572192006
NWL,0.6671852201902102
NWS,0.4578546366551568
NWSA,0.4571532019633276
NXPI,209.14369415117406
O,110.077841363478
ODFL,3705.5906652111807
OKE,142.37053715960113
OMC,64.6598282397509
ORCL,86.32224955611167
ORLY,13845.749503795163
OTIS,173.23428199713766
OXY,365.8299155606392
PAYC,15309.486437286478
PAYX,22.983351853229944
PBCT,0.17528361324371078
PCAR,515.0995392379123
PEAK,2.7372961860586504
PEG,46.98219999175818
PENN,105.51958481396468
PEP,207.63335547266803
PFE,2.149689904921633
PFG,2.0231701433323983
PG,103.94740327964506
PGR,209.77506065458135
PH,1561.1025253584144
PHM,49.89250112161486
PKG,254.66495285208552
PKI,481.1029462830352
PLD,109.86250330528671
PM,25.28160744375043
PNC,134.3801292639693
PNR,37.84445576399792
PNW,29.34004208737951
POOL,3086.165566773091
PPG,102.452013302731
PPL,5.675405386317454
PRU,7.336767985859903
PSA,2489.818074520034
PSX,18.38459468506696
PTC,158.52536292824405
PVH,1124.2386213768661
PWR,49.56265545556856
PXD,540.6319482049114
PYPL,2091.9889085314603
QCOM,219.2289423415423
QRVO,90.17183096880251
RCL,292.98295910157475
RE,1421.5330385849957
REG,33.42570109287014
REGN,7712.751980455741
RF,0.9742939539489414
RHI,38.06861569312846
RJF,99.05166262623594
RL,675.9370779723246
RMD,786.279529510331
ROK,654.2540941351674
ROL,59.43212125003022
ROP,9435.484273161985
ROST,657.1327375707879
RSG,152.98391245590565
RTX,81.96903334354309
SBAC,1436.3905663457517
SBUX,429.3323621370951
SCHW,63.67418537677947
SEE,4.224129332191124
SHW,3889.69755484373
SIVB,4016.505598066822
SJM,1295.5986870421145
SLB,174.4772707970976
SNA,974.5181845183715
SNPS,870.63661057432
SO,171.42023190860164
SPG,2214.9337666753104
SPGI,5861.806315799312
SRE,253.52458987351523
STE,243.28881452739984
STT,18.841949337645396
STX,46.97701230928825
STZ,3870.6510669252743
SWK,514.1907654996013
SWKS,484.39731878683904
SYF,4.448210547626913
SYK,2157.8076616528374
SYY,125.70934098501267
T,1.0571092050529833
TAP,43.810503426136194
TDG,10780.098686556503
TDY,2089.1451184885277
TECH,1292.4692851719606
TEL,72.36806092305393
TER,33.85455527835679
TFC,29.353336630245455
TFX,3342.244650409956
TGT,611.4182855353275
TJX,175.61431184371915
TMO,5013.780505430758
TMUS,76.96879501217936
TPR,3.774146316509399
TRMB,91.64566465043262
TROW,798.8504307463797
TRV,305.7612704247673
TSCO,945.924909451562
TSLA,11309.551049087222
TSN,11.13716626030152
TT,175.18877456386753
TTWO,400.218971756478
TWTR,17.733954496772853
TXN,331.57652535162094
TXT,7.222163643233574
TYL,11241.83691634779
UA,1.9071173507382864
UAA,9.027887248390433
UAL,56.78318255428287
UDR,11.987376739028454
UHS,981.8860384615699
ULTA,4574.206395733154
UNH,7412.655426570397
UNP,2100.350250679881
UPS,114.04319213515464
URI,499.51590383717064
USB,4.4478079920462905
V,1132.7436792495128
VFC,149.35169258334676
VIAC,20.884687005969273
VLO,199.64570089378228
VMC,257.1716374500008
VNO,34.982895258596294
VRSK,938.421837208771
VRSN,143.6361579234923
VRTX,1733.7015857022727
VTR,20.214369947054628
VTRS,43.7174470352126
VZ,1.1310156657437622
WAB,111.04968967300012
WAT,590.2641867276931
WBA,31.06003857602558
WDC,162.66079996230985
WEC,281.89296958372574
WELL,28.71857838986391
WFC,31.43860017513102
WHR,291.590039944672
WLTW,72.14226905799568
WM,174.03408333187923
WMB,7.036169367768884
WMT,165.1890380543986
WRB,127.16815252443341
WRK,6.381987555683425
WST,5922.515287509563
WU,0.2417280058373033
WY,3.8806379989986515
WYNN,42.63437163189516
XEL,12.517761123355784
XLNX,241.4206351349296
XOM,67.785398148411
XRAY,294.35711766522303
XYL,183.15748858720286
YUM,314.67113517622204
ZBH,67.25973159661773
ZBRA,4403.821832183398
ZION,4.046895381640809
ZTS,1441.8098256605228
